Brand,Year,Model,Car/Suv,Transmission,FuelType,CylindersinEngine,BodyType,Doors,Seats,Price,State
Volkswagen,2023,Amarok,Liverpool Volkswagen New Cars,Automatic,Diesel,6,Ute  ,4,5,78990,New South Wales
Mini,2017,Countryman,SUV,Automatic,Premium,3,SUV,4,5,35890,New South Wales
Toyota,2019,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,55990,Victoria State Government
Subaru,2017,Forester,SUV,Automatic,Diesel,4,SUV,4,5,20990,Australian Capital Territory
LDV,2019,T60,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,31990,New South Wales
Kia,2019,Cerato,Sedan,Automatic,Unleaded,4,Sedan,4,5,24999,Victoria State Government
Ford,2018,Endura,SUV,Automatic,Diesel,4,SUV,4,5,37990,Victoria State Government
Audi,2022,Q5,Audi Alto Artarmon New Cars,Automatic,Hybrid,4,SUV,4,5,94788,New South Wales
Ford,2020,Everest,SUV,Automatic,Diesel,4,SUV,4,7,64990,Victoria State Government
Ford,2016,Ecosport,SUV,Manual,Premium,3,SUV,4,5,12750,New South Wales
Mazda,2014,CX-5,SUV,Automatic,Unleaded,4,SUV,4,5,22590,Victoria State Government
Toyota,2019,Corolla,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,32990,Victoria State Government
Mercedes-Benz,2020,GLC43,SUV,Automatic,Premium,6,SUV,4,5,95900,New South Wales
Holden,2014,Colorado,SUV,Automatic,Diesel,4,SUV,4,7,27990,Victoria State Government
Mitsubishi,2015,Triton,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,24990,New South Wales
Kia,2017,Carnival,Wagon,Automatic,Diesel,4,Wagon,4,8,24990,Victoria State Government
Mitsubishi,2015,Pajero,SUV,Automatic,Diesel,4,SUV,4,5,36990,Victoria State Government
Toyota,2020,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,28100,Australian Capital Territory
Toyota,2015,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,44990,New South Wales
Ford,2018,Endura,SUV,Automatic,Diesel,4,SUV,4,5,32990,Victoria State Government
Ford,2020,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,30999,Victoria State Government
Mazda,2016,BT-50,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,34990,Victoria State Government
Ford,2018,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,2,2,36999,Victoria State Government
Jeep,2016,Renegade,SUV,Automatic,Premium,4,SUV,4,5,19990,New South Wales
Isuzu,2017,MU-X,SUV,Automatic,Diesel,4,SUV,4,7,44995,New South Wales
Kia,2019,Picanto,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,18800,Australian Capital Territory
Volkswagen,2018,Tiguan,SUV,Automatic,Premium,4,SUV,4,5,33995,New South Wales
Kia,2019,Cerato,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,32950,Victoria State Government
Holden,2015,Barina,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,11990,New South Wales
Toyota,2019,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,43995,New South Wales
Volkswagen,2020,Tiguan,SUV,Automatic,Premium,4,SUV,4,7,40999,Victoria State Government
Nissan,2014,Navara,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,22990,Victoria State Government
Toyota,2015,Camry,Sedan,Automatic,Hybrid,4,Sedan,4,5,28990,Victoria State Government
Ford,2018,Focus,Hatchback,Automatic,Unleaded,3,Hatchback,4,5,18999,Victoria State Government
Hyundai,2020,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,21870,Australian Capital Territory
Hyundai,2016,Tucson,SUV,Manual,Unleaded,4,SUV,4,5,13990,Victoria State Government
Toyota,2017,RAV4,SUV,Automatic,Unleaded,4,SUV,4,5,35990,Victoria State Government
Subaru,2019,Outback,SUV,Automatic,Unleaded,4,SUV,4,5,32999,Victoria State Government
Toyota,2018,C-HR,SUV,Automatic,Premium,4,SUV,4,5,28999,Victoria State Government
Renault,2018,Koleos,SUV,Automatic,Diesel,4,SUV,4,5,29990,Australian Capital Territory
Toyota,2017,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,36990,Victoria State Government
Holden,2017,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,36990,Victoria State Government
Ford,2016,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,41990,Victoria State Government
Mercedes-Benz,2015,A200,Hatchback,Automatic,Premium,4,Hatchback,5,5,29990,Australian Capital Territory
Holden,2015,Colorado,SUV,Automatic,Diesel,4,SUV,4,7,27990,Victoria State Government
Hyundai,2018,Iload,Commercial,Automatic,Diesel,4,Commercial,4,3,40950,Victoria State Government
Kia,2019,Cerato,Sedan,Automatic,Unleaded,4,Sedan,4,5,21870,Australian Capital Territory
Nissan,2013,Dualis,SUV,Automatic,Unleaded,4,SUV,4,5,12999,Victoria State Government
Ford,2013,Territory,SUV,Automatic,Diesel,6,SUV,4,5,16990,Victoria State Government
Toyota,2020,HiAce,Commercial,Automatic,Diesel,4,Commercial,4,2,51950,Victoria State Government
Isuzu,2019,MU-X,SUV,Automatic,Diesel,4,SUV,4,7,42950,Victoria State Government
BMW,2018,X1,SUV,Automatic,Premium,4,SUV,4,5,37380,Australian Capital Territory
Subaru,2017,Forester,SUV,Automatic,Unleaded,4,SUV,4,5,30999,Victoria State Government
Toyota,2020,C-HR,SUV,Automatic,Premium,4,SUV,5,5,38750,New South Wales
Ford,2018,Everest,SUV,Automatic,Diesel,5,SUV,4,7,52990,New South Wales
Toyota,2016,RAV4,SUV,Automatic,Unleaded,4,SUV,4,5,23999,Victoria State Government
Hyundai,2019,Sonata,Sedan,Automatic,Unleaded,4,Sedan,4,5,20999,Victoria State Government
Mazda,2017,CX-5,SUV,Automatic,Unleaded,4,SUV,4,5,34450,Australian Capital Territory
Mitsubishi,2014,Pajero,SUV,Automatic,Diesel,4,SUV,4,5,25999,New South Wales
Volkswagen,2018,Amarok,Ute / Tray,Automatic,Diesel,6,Ute  ,4,5,42990,Victoria State Government
Honda,2019,Odyssey,Wagon,Automatic,Unleaded,4,Wagon,4,7,47990,Victoria State Government
Volkswagen,2014,Amarok,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,22990,Australian Capital Territory
Jeep,2023,Compass,Valley Motor Group New,Automatic,Diesel,4,SUV,4,5,55574,Victoria State Government
Holden,2017,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,37999,New South Wales
Suzuki,2019,Baleno,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,22999,Victoria State Government
Jaguar,2018,E-Pace,SUV,Automatic,Diesel,4,SUV,4,5,42000,Victoria State Government
Ford,2017,Ranger,Ute / Tray,Manual,Diesel,5,Ute  ,4,5,22850,New South Wales
Isuzu,2018,D-MAX,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,38990,New South Wales
Ford,2014,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,2,2,21990,Victoria State Government
Great,2019,Wall,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,16800,New South Wales
Toyota,2018,C-HR,SUV,Automatic,Premium,4,SUV,4,5,28950,Victoria State Government
Toyota,2016,RAV4,SUV,Automatic,Unleaded,4,SUV,4,5,28990,New South Wales
Nissan,2015,Navara,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,24990,Victoria State Government
Lexus,2020,RC350,Coupe,Automatic,Premium,6,Coupe,2,4,68888,Australian Capital Territory
Holden,2018,Commodore,Wagon,Automatic,Premium,4,Wagon,4,5,14990,New South Wales
Isuzu,2021,MU-X,SUV,Automatic,Diesel,4,SUV,4,7,66388,New South Wales
Volkswagen,2016,Tiguan,SUV,Automatic,Premium,4,SUV,4,5,23990,New South Wales
Ford,2020,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,30999,Victoria State Government
BMW,2018,X2,SUV,Automatic,Diesel,4,SUV,4,5,38830,Australian Capital Territory
Mitsubishi,2020,Outlander,SUV,Automatic,Unleaded,4,SUV,4,7,31771,New South Wales
Toyota,2018,C-HR,SUV,Automatic,Premium,4,SUV,4,5,29990,Victoria State Government
Hyundai,2019,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,24490,Victoria State Government
Ford,2019,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,37999,Victoria State Government
Hyundai,2019,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,25990,Victoria State Government
Suzuki,2022,Baleno,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,20670,Australian Capital Territory
Honda,2015,Odyssey,Wagon,Automatic,Unleaded,4,Wagon,4,7,27990,Queensland
Holden,2020,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,36999,Victoria State Government
Volkswagen,2019,Tiguan,SUV,Automatic,Premium,4,SUV,4,5,32990,Victoria State Government
Toyota,2013,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,20990,New South Wales
BMW,2022,330I,Wagon,Automatic,Premium,4,Wagon,4,5,79999,Victoria State Government
Audi,2017,Q5,SUV,Automatic,Diesel,4,SUV,4,5,41830,Australian Capital Territory
Subaru,2013,XV,SUV,Automatic,Unleaded,4,SUV,4,5,16990,Victoria State Government
Kia,2020,Carnival,Wagon,Automatic,Diesel,4,Wagon,4,8,39990,New South Wales
GWM,2023,UTE,Valley Ford Traralgon New,Automatic,Diesel,4,Ute  ,4,5,47490,Victoria State Government
Toyota,2019,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,27990,Victoria State Government
Holden,2017,Commodore,Wagon,Automatic,Unleaded,6,Wagon,4,5,20999,Victoria State Government
Skoda,2022,Karoq,Newcastle Skoda New,Automatic,Premium,4,SUV,4,5,42760,New South Wales
Volkswagen,2015,Golf,Wagon,Automatic,Premium,4,Wagon,4,5,19990,Victoria State Government
Volkswagen,2016,Tiguan,SUV,Automatic,Premium,4,SUV,4,5,21998,New South Wales
Mazda,2016,2,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,15999,Victoria State Government
Subaru,2019,Outback,SUV,Automatic,Diesel,4,SUV,4,5,26999,Victoria State Government
Toyota,2017,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,34250,New South Wales
HSV,2013,Clubsport,Wagon,Automatic,Premium,8,Wagon,4,5,65990,Victoria State Government
Volkswagen,2019,Amarok,Ute / Tray,Automatic,Diesel,6,Ute  ,4,5,55990,Australian Capital Territory
Subaru,2015,Impreza,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,15980,New South Wales
Ford,2014,Territory,SUV,Automatic,Diesel,6,SUV,4,5,16990,Victoria State Government
Honda,2021,Civic,Sedan,Automatic,Unleaded,4,Sedan,4,5,38990,New South Wales
Toyota,2018,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,35999,Victoria State Government
Hyundai,2022,Santa,SUV,Automatic,Diesel,4,SUV,4,7,70321,Australian Capital Territory
Toyota,2015,Hilux,Ute / Tray,Manual,Diesel,4,Ute  ,2,3,21990,New South Wales
Toyota,2015,Yaris,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,19480,Victoria State Government
Toyota,2023,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,37990,New South Wales
Hyundai,2018,Kona,SUV,Automatic,Unleaded,4,SUV,4,5,29990,Victoria State Government
Kia,2015,Sorento,SUV,Automatic,Diesel,4,SUV,4,7,29986,New South Wales
Holden,2017,UTE,Ute / Tray,Automatic,Unleaded,8,Ute  ,2,2,64990,Victoria State Government
Mitsubishi,2021,Outlander,SUV,Automatic,Unleaded,4,SUV,4,7,33888,Victoria State Government
Mitsubishi,2020,ASX,SUV,Automatic,Unleaded,4,SUV,4,5,25980,Australian Capital Territory
Hyundai,2018,Tucson,SUV,Automatic,Unleaded,4,SUV,4,5,29990,New South Wales
Mazda,2017,BT-50,Ute / Tray,Automatic,Diesel,5,Ute  ,4,4,26990,Victoria State Government
Volkswagen,2018,Amarok,Ute / Tray,Automatic,Diesel,6,Ute  ,4,5,36950,New South Wales
Hyundai,2013,I20,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,13989,Victoria State Government
Toyota,2013,Corolla,Hatchback,Manual,Unleaded,4,Hatchback,5,5,16700,New South Wales
Toyota,2022,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,67880,Australian Capital Territory
Mazda,2018,3,Sedan,Automatic,Unleaded,4,Sedan,4,5,19989,Victoria State Government
Toyota,2018,Landcruiser,SUV,Automatic,Diesel,8,SUV,4,7,92990,Victoria State Government
Holden,2017,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,2,2,29990,New South Wales
Kia,2020,Cerato,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,27490,Victoria State Government
Opel,2013,Astra,Wagon,Automatic,Premium,4,Wagon,4,5,11700,Australian Capital Territory
Suzuki,2013,Grand,SUV,Automatic,Unleaded,4,SUV,4,5,15990,New South Wales
Toyota,2015,Yaris,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,21950,Victoria State Government
Toyota,2019,RAV4,SUV,Automatic,Unleaded,4,SUV,5,5,36990,New South Wales
Mitsubishi,2021,ASX,SUV,Automatic,Unleaded,4,SUV,4,5,28995,New South Wales
Holden,2016,Commodore,Sedan,Manual,Unleaded,6,Sedan,4,5,28999,Victoria State Government
Mazda,2018,CX-5,SUV,Automatic,Unleaded,4,SUV,4,5,32995,New South Wales
Nissan,2016,Navara,Ute / Tray,Manual,Diesel,4,Ute  ,2,2,23986,New South Wales
Mitsubishi,2013,Lancer,Sedan,Manual,Unleaded,4,Sedan,4,5,12990,Victoria State Government
GWM,2022,Haval,National Capital Motors New Cars,Automatic,Premium,4,SUV,4,5,42490,Australian Capital Territory
Toyota,2016,Hilux,Ute / Tray,Automatic,Unleaded,4,Ute  ,2,2,25995,New South Wales
Mitsubishi,2021,ASX,SUV,Automatic,Unleaded,4,SUV,4,5,27990,New South Wales
Toyota,2017,Landcruiser,SUV,Automatic,Diesel,4,SUV,4,7,68990,Victoria State Government
Mazda,2014,3,Sedan,Automatic,Unleaded,4,Sedan,4,5,14990,New South Wales
Honda,2018,Civic,Sedan,Automatic,Unleaded,4,Sedan,4,5,22830,Australian Capital Territory
Subaru,2015,Forester,SUV,Automatic,Diesel,4,SUV,4,5,25990,New South Wales
Audi,2018,A3,Sedan,Automatic,Premium,4,Sedan,4,5,25990,Victoria State Government
Holden,2016,Captiva,SUV,Automatic,Diesel,4,SUV,4,7,22990,New South Wales
Holden,2016,Commodore,Wagon,Automatic,Premium,8,Wagon,4,5,54990,Victoria State Government
Subaru,2013,Liberty,Sedan,Automatic,Premium,4,Sedan,4,5,16990,Victoria State Government
Toyota,2018,Camry,Sedan,Automatic,Unleaded,4,Sedan,4,5,25300,Australian Capital Territory
Ford,2014,Territory,SUV,Automatic,Unleaded,6,SUV,4,5,12490,New South Wales
Subaru,2016,XV,SUV,Automatic,Unleaded,4,SUV,4,5,20999,Victoria State Government
Mazda,2015,3,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,23990,Victoria State Government
Toyota,2016,Kluger,SUV,Automatic,Unleaded,6,SUV,4,7,32999,Victoria State Government
Mini,2015,Cooper,Hatchback,Manual,Premium,4,Hatchback,5,5,24490,New South Wales
Holden,2014,Commodore,Sedan,Automatic,Unleaded,6,Sedan,4,5,19990,Victoria State Government
Jeep,2015,Compass,SUV,Automatic,Premium,4,SUV,4,5,14990,New South Wales
Toyota,2018,C-HR,SUV,Automatic,Premium,4,SUV,4,5,32950,Victoria State Government
Subaru,2018,XV,SUV,Automatic,Unleaded,4,SUV,4,5,32830,Australian Capital Territory
Isuzu,2022,MU-X,SUV,Automatic,Diesel,4,SUV,4,7,69990,Victoria State Government
Mercedes-Benz,2019,GLA180,SUV,Automatic,Premium,4,SUV,4,5,46988,Victoria State Government
Toyota,2018,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,35999,Victoria State Government
Volkswagen,2014,Amarok,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,16913,New South Wales
Toyota,2018,C-HR,SUV,Automatic,Premium,4,SUV,4,5,25980,Australian Capital Territory
Mazda,2018,6,Sedan,Automatic,Unleaded,4,Sedan,4,5,30990,Victoria State Government
Holden,2016,Captiva,SUV,Automatic,Diesel,4,SUV,4,7,19950,Victoria State Government
Toyota,2019,RAV4,SUV,Automatic,Unleaded,4,SUV,5,5,33999,Victoria State Government
Toyota,2018,C-HR,SUV,Automatic,Premium,4,SUV,4,5,29250,Australian Capital Territory
Subaru,2018,XV,SUV,Automatic,Unleaded,4,SUV,4,5,34990,Victoria State Government
Haval,2018,H6,SUV,Automatic,Premium,4,SUV,4,5,21990,New South Wales
Holden,2014,UTE,Ute / Tray,Automatic,Unleaded,6,Ute  ,2,2,17999,New South Wales
Honda,2022,CR-V,SUV,Automatic,Unleaded,4,SUV,4,5,44800,Australian Capital Territory
Ford,2014,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,27986,New South Wales
Audi,2018,A5,Hatchback,Automatic,Premium,4,Hatchback,5,4,44990,Victoria State Government
Subaru,2020,Forester,SUV,Automatic,Unleaded,4,SUV,4,5,42999,Victoria State Government
Ford,2016,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,36999,New South Wales
Mitsubishi,2016,Pajero,SUV,Automatic,Diesel,4,SUV,4,7,32490,Australian Capital Territory
Hyundai,2018,I30,Hatchback,Automatic,Diesel,4,Hatchback,4,5,23999,Victoria State Government
Jeep,2014,Compass,SUV,Manual,Premium,4,SUV,4,5,12900,Victoria State Government
Isuzu,2019,D-MAX,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,41800,Australian Capital Territory
Mazda,2018,3,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,26999,Victoria State Government
Mazda,2015,2,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,19990,New South Wales
Nissan,2014,Pulsar,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,12990,Queensland
Holden,2018,Equinox,SUV,Automatic,Premium,4,SUV,4,5,29999,Victoria State Government
Hyundai,2023,Kona,"National Capital Hyundai, National Capital Mitsubishi",Automatic,Premium,4,SUV,4,5,51490,Australian Capital Territory
Renault,2015,Kangoo,Commercial,Manual,Diesel,4,Commercial,4,2,12990,New South Wales
Nissan,2021,Navara,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,42990,Victoria State Government
Kia,2015,Sorento,SUV,Automatic,Diesel,4,SUV,4,7,25890,Victoria State Government
Ford,2017,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,43490,New South Wales
Toyota,2015,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,30500,Victoria State Government
Nissan,2015,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,19990,Victoria State Government
Toyota,2021,Landcruiser,SUV,Automatic,Diesel,4,SUV,4,7,73999,Victoria State Government
Mercedes-Benz,2015,GLC250,SUV,Automatic,Premium,4,SUV,4,5,49800,Victoria State Government
Toyota,2022,Landcruiser,SUV,Automatic,Diesel,4,SUV,4,7,92990,New South Wales
Ford,2016,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,37888,New South Wales
Hyundai,2019,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,19990,New South Wales
Hyundai,2016,Santa,SUV,Automatic,Diesel,4,SUV,4,7,25999,Victoria State Government
Nissan,2015,Patrol,SUV,Automatic,Diesel,4,SUV,4,7,43885,New South Wales
Ford,2018,Ranger,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,28999,Victoria State Government
Hyundai,2018,Sonata,Sedan,Automatic,Unleaded,4,Sedan,4,5,23730,Australian Capital Territory
Holden,2014,Barina,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,14413,New South Wales
Toyota,2017,Corolla,Sedan,Automatic,Unleaded,4,Sedan,4,5,28470,Victoria State Government
Holden,2016,Colorado,SUV,Automatic,Diesel,4,SUV,4,7,27800,New South Wales
Holden,2013,Commodore,Sedan,Manual,Unleaded,6,Sedan,4,5,21800,New South Wales
Land,2016,Rover,SUV,Automatic,Diesel,4,SUV,4,5,31990,Victoria State Government
Mazda,2014,BT-50,Ute / Tray,Manual,Diesel,5,Ute  ,4,4,26990,Victoria State Government
Kia,2019,Stinger,Sedan,Automatic,Unleaded,4,Sedan,4,5,41986,New South Wales
Volkswagen,2022,T-Cross,SUV,Automatic,Premium,3,SUV,4,5,30999,Victoria State Government
Suzuki,2021,Baleno,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,21913,New South Wales
Mazda,2018,BT-50,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,44990,Victoria State Government
Hyundai,2021,Tucson,SUV,Automatic,Unleaded,4,SUV,4,5,34990,Victoria State Government
Mitsubishi,2021,Mirage,Hatchback,Automatic,Unleaded,3,Hatchback,5,5,18999,Victoria State Government
Mitsubishi,2021,Pajero,SUV,Automatic,Diesel,4,SUV,4,7,54990,New South Wales
Jeep,2015,Grand,SUV,Automatic,Diesel,6,SUV,4,5,29999,Victoria State Government
Ford,2022,Transit,Commercial,Automatic,Diesel,4,Commercial,2,3,59890,New South Wales
Hyundai,2015,Tucson,SUV,Automatic,Unleaded,4,SUV,4,5,26990,New South Wales
Holden,2016,Captiva,SUV,Automatic,Diesel,4,SUV,4,7,18990,Queensland
LDV,2017,D90,SUV,Automatic,Unleaded,4,SUV,4,7,28990,New South Wales
Nissan,2016,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,23990,Victoria State Government
Mazda,2015,CX-5,SUV,Automatic,Unleaded,4,SUV,4,5,25990,Victoria State Government
BMW,2018,X3,SUV,Automatic,Diesel,4,SUV,4,5,44990,New South Wales
Renault,2020,Megane,Hatchback,Automatic,Premium,4,Hatchback,5,5,40970,Australian Capital Territory
Hyundai,2020,Iload,Commercial,Automatic,Diesel,4,Commercial,4,3,42999,Victoria State Government
Suzuki,2015,Jimny,SUV,Manual,Unleaded,4,SUV,2,4,28990,New South Wales
Mazda,2015,CX-9,SUV,Automatic,Unleaded,6,SUV,4,7,16999,Queensland
Nissan,2019,Navara,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,47990,New South Wales
Ford,2018,Ranger,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,25999,Victoria State Government
Mitsubishi,2016,Triton,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,26913,New South Wales
Subaru,2015,BRZ,Coupe,Automatic,Premium,4,Coupe,2,4,29910,Australian Capital Territory
Toyota,2013,Landcruiser,SUV,Automatic,Diesel,4,SUV,4,7,37800,New South Wales
Nissan,2020,Navara,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,56990,Victoria State Government
Isuzu,2015,D-MAX,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,27913,New South Wales
Mitsubishi,2019,Triton,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,39990,New South Wales
Toyota,2017,Camry,Sedan,Automatic,Unleaded,4,Sedan,4,5,22990,Victoria State Government
Holden,2013,Commodore,Sedan,Automatic,Unleaded,6,Sedan,4,5,16990,New South Wales
Hyundai,2019,Santa,SUV,Automatic,Diesel,4,SUV,4,7,39930,Australian Capital Territory
Mitsubishi,2018,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,39888,Victoria State Government
BMW,2013,328I,Sedan,Automatic,Premium,4,Sedan,4,5,19788,Victoria State Government
Mazda,2019,CX-8,SUV,Automatic,Diesel,4,SUV,4,7,36771,New South Wales
Ford,2017,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,44490,New South Wales
Holden,2017,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,24990,New South Wales
Volkswagen,2022,T-Cross,Manning Valley Automotive - New Cars,Automatic,Premium,3,SUV,4,5,40850,New South Wales
Toyota,2019,Landcruiser,Ute / Tray,Manual,Diesel,8,Ute  ,4,5,109990,New South Wales
Suzuki,2023,Jimny,SUV,Automatic,Unleaded,4,SUV,2,4,45990,New South Wales
Toyota,2018,RAV4,SUV,Automatic,Unleaded,4,SUV,4,5,23900,Victoria State Government
Mazda,2022,CX-9,Manning Valley Automotive,Automatic,Unleaded,4,SUV,4,7,68500,New South Wales
Alfa,2013,Romeo,Hatchback,Manual,Premium,4,Hatchback,5,5,8999,Victoria State Government
Toyota,2018,Camry,Sedan,Automatic,Unleaded,4,Sedan,4,5,37980,New South Wales
Jeep,2017,Grand,SUV,Automatic,Premium,6,SUV,4,5,30200,Victoria State Government
Hyundai,2018,Santa,SUV,Automatic,Diesel,4,SUV,4,7,33990,New South Wales
Hyundai,2019,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,19990,New South Wales
Mazda,2023,BT-50,Manning Valley Automotive - New Cars,Automatic,Diesel,4,Ute  ,4,5,74900,New South Wales
Ford,2020,Ranger,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,48990,New South Wales
Subaru,2015,Outback,SUV,Automatic,Premium,4,SUV,4,5,28999,Victoria State Government
Holden,2017,Trailblazer,SUV,Automatic,Diesel,4,SUV,4,7,29990,New South Wales
Toyota,2018,RAV4,SUV,Automatic,Unleaded,4,SUV,4,5,30888,New South Wales
Subaru,2016,Forester,SUV,Automatic,Premium,4,SUV,4,5,41990,New South Wales
Volkswagen,2014,Golf,Wagon,Automatic,Premium,4,Wagon,4,5,16990,Victoria State Government
Toyota,2018,86,Coupe,Automatic,Premium,4,Coupe,2,4,37999,Victoria State Government
Jeep,2023,Compass,Miedecke Motor Group - Used,Automatic,Unleaded,4,SUV,4,5,44990,New South Wales
Land,2017,Rover,SUV,Automatic,Diesel,4,SUV,4,5,24980,New South Wales
Kia,2014,Sportage,SUV,Manual,Unleaded,4,SUV,4,5,13750,New South Wales
Ford,2018,Endura,SUV,Automatic,Diesel,4,SUV,4,5,34950,Victoria State Government
Hyundai,2019,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,19990,New South Wales
Nissan,2018,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,36971,New South Wales
Toyota,2021,Corolla,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,29990,New South Wales
Toyota,2021,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,28990,Victoria State Government
Nissan,2018,Pathfinder,SUV,Automatic,Premium,6,SUV,4,7,26920,New South Wales
Ford,2017,Ranger,Ute / Tray,Manual,Diesel,5,Ute  ,2,2,33990,New South Wales
Jeep,2022,Wrangler,Miedecke Motor Group - Used,Automatic,Unleaded,6,SUV,4,5,84888,New South Wales
Hyundai,2015,Iload,Commercial,Automatic,Diesel,4,Commercial,4,3,23990,New South Wales
Renault,2013,Trafic,Commercial,Automatic,Diesel,4,Commercial,2,3,16999,Victoria State Government
Toyota,2017,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,39990,New South Wales
Mitsubishi,2013,Outlander,SUV,Automatic,Unleaded,4,SUV,4,7,17990,New South Wales
Toyota,2018,Kluger,SUV,Automatic,Unleaded,6,SUV,4,7,52090,Victoria State Government
Mini,2014,Cooper,Hatchback,Automatic,Premium,4,Hatchback,3,4,24500,Queensland
Jeep,2023,Wrangler,Miedecke Motor Group - Used,Automatic,Unleaded,6,SUV,4,5,88888,New South Wales
Suzuki,2021,Vitara,SUV,Automatic,Premium,4,SUV,4,5,31910,New South Wales
Hyundai,2018,I40,Wagon,Automatic,Unleaded,4,Wagon,4,5,22990,New South Wales
Mazda,2021,CX-9,SUV,Automatic,Unleaded,4,SUV,4,7,59730,New South Wales
