Brand,Year,Model,Car/Suv,Transmission,FuelType,CylindersinEngine,BodyType,Doors,Seats,Price,State
Ssangyong,2022,Rexton,Sutherland Isuzu Ute,Automatic,Diesel,4,SUV,4,7,51990,New South Wales
MG,2022,MG3,Hatchback,Automatic,Premium,4,Hatchback,5,5,19990,New South Wales
BMW,2022,430I,Coupe,Automatic,Premium,4,Coupe,2,4,108988,New South Wales
Renault,2022,Arkana,SUV,Automatic,Unleaded,4,SUV,4,5,34990,New South Wales
Land,2017,Rover,SUV,Automatic,Diesel,4,SUV,2,4,62280,New South Wales
Toyota,2013,86,Coupe,Automatic,Premium,4,Coupe,2,4,24888,New South Wales
Honda,2014,Jazz,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,17900,New South Wales
Toyota,2018,HiAce,Commercial,Automatic,Unleaded,4,Commercial,4,2,41999,New South Wales
Toyota,2016,HiAce,Commercial,Automatic,Diesel,4,Commercial,4,2,27995,New South Wales
BMW,2014,X3,SUV,Automatic,Diesel,4,SUV,4,5,24985,New South Wales
Ford,2014,Fiesta,Hatchback,Automatic,Unleaded,3,Hatchback,5,5,12400,New South Wales
Ford,2013,Fiesta,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,11999,New South Wales
Volkswagen,2023,Amarok,Alto Volkswagen New Cars,Automatic,Diesel,6,Ute  ,4,5,83887,New South Wales
Honda,2018,Jazz,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,19900,New South Wales
Mitsubishi,2018,Mirage,Hatchback,Automatic,Unleaded,3,Hatchback,5,5,14995,New South Wales
Ford,2015,Territory,SUV,Automatic,Diesel,6,SUV,4,7,16999,New South Wales
Nissan,2018,Qashqai,SUV,Automatic,Unleaded,4,SUV,4,5,21950,New South Wales
Volkswagen,2013,Golf,Hatchback,Manual,Premium,4,Hatchback,5,5,24880,New South Wales
Hyundai,2015,Tucson,SUV,Automatic,Unleaded,4,SUV,4,5,23888,New South Wales
Ford,2016,Focus,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,16999,New South Wales
Nissan,2019,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,7,24490,New South Wales
Toyota,2021,Corolla,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,44878,New South Wales
Jeep,2015,Patriot,SUV,Automatic,Unleaded,4,SUV,4,5,13990,New South Wales
Volvo,2013,S60,Sedan,Automatic,Premium,4,Sedan,4,5,14999,New South Wales
Mitsubishi,2016,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,22750,New South Wales
Mercedes-Benz,2013,A250,Hatchback,Automatic,Premium,4,Hatchback,5,5,19999,New South Wales
Mazda,2022,CX-5,SUV,Automatic,Unleaded,4,SUV,4,5,37990,New South Wales
Ford,2013,Falcon,Sedan,Automatic,Unleaded,6,Sedan,4,5,16999,New South Wales
Abarth,2021,595,Hatchback,Manual,Premium,4,Hatchback,3,4,36990,New South Wales
Honda,2014,CR-V,SUV,Automatic,Unleaded,4,SUV,4,5,23880,New South Wales
Toyota,2016,HiAce,People Mover,Automatic,Unleaded,4,People Mover,3,14,44900,New South Wales
Mazda,2013,6,Sedan,Automatic,Unleaded,4,Sedan,4,5,16995,New South Wales
Hyundai,2018,Santa,SUV,Automatic,Diesel,4,SUV,4,7,43999,New South Wales
Holden,2016,Cascada,Convertible,Automatic,Premium,4,Convertible,2,4,24995,New South Wales
Audi,2014,A5,Coupe,Automatic,Premium,4,Coupe,2,4,27380,New South Wales
Kia,2018,RIO,Hatchback,Automatic,Unleaded,3,Hatchback,5,5,24999,New South Wales
Jeep,2015,Cherokee,SUV,Automatic,Unleaded,6,SUV,4,5,17999,New South Wales
BMW,2016,220I,Convertible,Automatic,Premium,4,Convertible,2,4,28990,New South Wales
Hyundai,2022,Tucson,SUV,Automatic,Unleaded,4,SUV,4,5,36800,New South Wales
Volkswagen,2023,Tiguan,Alto Volkswagen New Cars,Automatic,Premium,4,SUV,4,7,56887,New South Wales
Hyundai,2014,Imax,Wagon,Automatic,Diesel,4,Wagon,4,8,19888,New South Wales
Toyota,2014,Yaris,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,8995,New South Wales
Toyota,2016,Kluger,SUV,Automatic,Unleaded,6,SUV,4,7,31900,New South Wales
Mitsubishi,2013,Lancer,Sedan,Automatic,Unleaded,4,Sedan,4,5,14995,New South Wales
Subaru,2016,XV,SUV,Automatic,Unleaded,4,SUV,4,5,22990,New South Wales
Mini,2017,Cooper,Hatchback,Automatic,Premium,4,Hatchback,5,5,31990,New South Wales
Hyundai,2015,I20,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,13990,New South Wales
Mazda,2018,BT-50,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,30990,New South Wales
Jeep,2017,Renegade,SUV,Automatic,Premium,4,SUV,4,5,24950,New South Wales
Mazda,2013,6,Sedan,Automatic,Unleaded,4,Sedan,4,5,16990,New South Wales
Kia,2013,Grand,Wagon,Automatic,Unleaded,6,Wagon,4,8,13995,New South Wales
Mitsubishi,2015,Lancer,Sedan,Automatic,Unleaded,4,Sedan,4,5,17995,New South Wales
Subaru,2018,Impreza,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,22990,New South Wales
Mazda,2014,3,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,16999,New South Wales
BMW,2021,X4,SUV,Automatic,Unleaded,4,SUV,5,5,79988,New South Wales
Audi,2015,A5,Coupe,Automatic,Premium,4,Coupe,2,4,26880,New South Wales
BMW,2014,118I,Hatchback,Automatic,Premium,4,Hatchback,5,5,16990,New South Wales
Audi,2014,Q7,SUV,Automatic,Diesel,8,SUV,4,7,28999,New South Wales
Suzuki,2015,Celerio,Hatchback,Automatic,Unleaded,3,Hatchback,5,4,13880,New South Wales
Subaru,2016,Liberty,Sedan,Automatic,Premium,6,Sedan,4,5,17950,New South Wales
Toyota,2019,C-HR,SUV,Manual,Premium,4,SUV,4,5,33888,New South Wales
Subaru,2021,Forester,SUV,Automatic,Unleaded,4,SUV,4,5,39990,New South Wales
Mazda,2015,CX-3,SUV,Automatic,Unleaded,4,SUV,4,5,23950,New South Wales
Jeep,2018,Grand,SUV,Automatic,Diesel,6,SUV,4,5,41950,New South Wales
Hyundai,2018,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,21999,New South Wales
Nissan,2020,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,27990,New South Wales
Honda,2020,CR-V,SUV,Automatic,Unleaded,4,SUV,4,7,37880,New South Wales
Holden,2014,Cruze,Hatchback,Manual,Unleaded,4,Hatchback,5,5,7950,New South Wales
Jeep,2013,Grand,SUV,Automatic,Premium,6,SUV,4,5,24990,New South Wales
Holden,2016,Commodore,Sedan,Automatic,Unleaded,6,Sedan,4,5,22999,New South Wales
Mazda,2013,6,Sedan,Automatic,Unleaded,4,Sedan,4,5,19999,New South Wales
Volkswagen,2018,Caddy,Commercial,Automatic,Premium,4,Commercial,3,2,30999,New South Wales
Honda,2013,Civic,Sedan,Automatic,Unleaded,4,Sedan,4,5,15990,New South Wales
Jeep,2021,Compass,SUV,Automatic,Unleaded,4,SUV,4,5,32888,New South Wales
Jeep,2014,Grand,SUV,Automatic,Diesel,6,SUV,4,5,29990,New South Wales
Ford,2016,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,36999,New South Wales
Toyota,2013,86,Coupe,Automatic,Premium,4,Coupe,2,4,24990,New South Wales
Volkswagen,2013,Golf,Hatchback,Automatic,Premium,4,Hatchback,5,5,13990,New South Wales
Mitsubishi,2013,Lancer,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,16990,New South Wales
Hyundai,2013,I20,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,12990,New South Wales
Mitsubishi,2014,Lancer,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,18990,New South Wales
Mazda,2018,2,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,23999,New South Wales
Mitsubishi,2014,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,18995,New South Wales
Volkswagen,2014,Golf,Hatchback,Automatic,Premium,4,Hatchback,5,5,14990,New South Wales
Holden,2015,Commodore,Wagon,Automatic,Unleaded,6,Wagon,4,5,22999,New South Wales
Holden,2014,Cruze,Sedan,Automatic,Unleaded,4,Sedan,4,5,7888,New South Wales
Hyundai,2018,Imax,Wagon,Automatic,Diesel,4,Wagon,4,8,27990,New South Wales
Mitsubishi,2013,Triton,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,19800,New South Wales
BMW,2021,330I,Sedan,Automatic,Premium,4,Sedan,4,5,67988,New South Wales
Volkswagen,2018,Golf,Wagon,Automatic,Premium,4,Wagon,4,5,21880,New South Wales
Audi,2019,Q3,SUV,Automatic,Premium,4,SUV,4,5,41888,New South Wales
Subaru,2016,Outback,SUV,Automatic,Premium,4,SUV,4,5,29990,New South Wales
Hyundai,2015,Accent,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,14999,New South Wales
Land,2013,Rover,SUV,Automatic,Diesel,6,SUV,4,5,38950,New South Wales
Ford,2013,Focus,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,12990,New South Wales
Kia,2017,Sportage,SUV,Automatic,Unleaded,4,SUV,4,5,29990,New South Wales
Porsche,2016,Cayman,Coupe,Manual,Premium,6,Coupe,2,2,214880,New South Wales
Nissan,2016,Navara,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,21290,New South Wales
Toyota,2013,RAV4,SUV,Automatic,Diesel,4,SUV,4,5,14995,New South Wales
Mazda,2014,3,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,16388,New South Wales
Hyundai,2021,Venue,SUV,Automatic,Unleaded,4,SUV,4,5,26990,New South Wales
BMW,2015,X1,SUV,Automatic,Diesel,4,SUV,4,5,32000,New South Wales
BMW,2021,330I,Sedan,Automatic,Premium,4,Sedan,4,5,67988,New South Wales
Hyundai,2013,Veloster,Hatchback,Automatic,Unleaded,4,Hatchback,3,4,17990,New South Wales
Toyota,2017,Camry,Sedan,Automatic,Unleaded,4,Sedan,4,5,19950,New South Wales
BMW,2020,M4,Coupe,Automatic,Premium,6,Coupe,2,4,129988,New South Wales
Peugeot,2017,308,Hatchback,Automatic,Premium,3,Hatchback,5,5,16990,New South Wales
Holden,2017,Trax,SUV,Automatic,Unleaded,4,SUV,4,5,17888,New South Wales
Mitsubishi,2015,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,18995,New South Wales
Subaru,2013,Forester,SUV,Manual,Unleaded,4,SUV,4,5,16857,New South Wales
Mazda,2015,CX-3,SUV,Automatic,Unleaded,4,SUV,4,5,22990,New South Wales
Holden,2017,Captiva,SUV,Automatic,Unleaded,4,SUV,4,7,12990,New South Wales
Kia,2017,Cerato,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,22990,New South Wales
Audi,2016,RS3,Hatchback,Automatic,Premium,5,Hatchback,5,5,59990,New South Wales
Mitsubishi,2014,Triton,Ute / Tray,Manual,Diesel,4,Ute  ,2,2,21880,New South Wales
Mercedes-Benz,2018,C200,Sedan,Automatic,Hybrid,4,Sedan,4,4,39990,New South Wales
Toyota,2020,Corolla,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,39990,New South Wales
Honda,2022,CR-V,SUV,Automatic,Unleaded,4,SUV,4,5,39990,New South Wales
Nissan,2013,Navara,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,21990,New South Wales
Hyundai,2017,Tucson,SUV,Automatic,Diesel,4,SUV,4,5,31990,New South Wales
Mazda,2015,CX-5,SUV,Automatic,Unleaded,4,SUV,4,5,26990,New South Wales
Isuzu,2017,D-MAX,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,28999,New South Wales
Mercedes-Benz,2014,A200,Hatchback,Automatic,Diesel,4,Hatchback,5,5,22500,New South Wales
Ford,2020,Puma,SUV,Automatic,Premium,3,SUV,5,5,27800,New South Wales
Mazda,2022,2,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,29990,New South Wales
Jeep,2016,Grand,SUV,Automatic,Premium,6,SUV,4,5,34800,New South Wales
Hyundai,2020,Tucson,SUV,Automatic,Unleaded,4,SUV,4,5,28984,New South Wales
Toyota,2020,Camry,Sedan,Automatic,Unleaded,4,Sedan,4,5,32990,New South Wales
Honda,2018,City,Sedan,Automatic,Unleaded,4,Sedan,4,5,19999,New South Wales
Toyota,2018,C-HR,SUV,Automatic,Premium,4,SUV,4,5,29990,New South Wales
Holden,2013,Cruze,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,10800,New South Wales
Isuzu,2018,MU-X,SUV,Automatic,Diesel,4,SUV,4,7,39880,New South Wales
Kia,2015,Cerato,Sedan,Automatic,Unleaded,4,Sedan,4,5,14995,New South Wales
Lexus,2014,IS350,Sedan,Automatic,Premium,6,Sedan,4,5,27990,New South Wales
Mazda,2018,2,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,22990,New South Wales
Toyota,2016,Kluger,SUV,Automatic,Unleaded,6,SUV,4,7,39280,New South Wales
Holden,2015,Commodore,Sedan,Automatic,Premium,8,Sedan,4,5,47990,New South Wales
Nissan,2016,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,23950,New South Wales
Hyundai,2020,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,26990,New South Wales
Holden,2014,Cruze,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,7990,New South Wales
Toyota,2013,Camry,Sedan,Automatic,Unleaded,4,Sedan,4,5,17900,New South Wales
Toyota,2013,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,16990,New South Wales
Hyundai,2019,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,26990,New South Wales
Mazda,2016,BT-50,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,34913,New South Wales
Toyota,2013,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,19990,New South Wales
Kia,2020,Stinger,Sedan,Automatic,Unleaded,6,Sedan,4,5,55888,New South Wales
Toyota,2015,RAV4,SUV,Automatic,Unleaded,4,SUV,4,5,24950,New South Wales
BMW,2017,430I,Hatchback,Automatic,Premium,4,Hatchback,5,5,41280,New South Wales
Subaru,2018,Outback,SUV,Automatic,Unleaded,4,SUV,4,5,33898,New South Wales
Kia,2013,RIO,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,14888,New South Wales
Holden,2013,Commodore,Sedan,Automatic,Unleaded,6,Sedan,4,5,15995,New South Wales
Toyota,2013,Hilux,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,12990,New South Wales
Toyota,2017,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,23990,New South Wales
Honda,2016,Civic,Sedan,Automatic,Unleaded,4,Sedan,4,5,24888,New South Wales
Audi,2013,A3,Hatchback,Automatic,Premium,4,Hatchback,5,5,13999,New South Wales
Hyundai,2018,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,27950,New South Wales
Volkswagen,2013,Tiguan,SUV,Automatic,Premium,4,SUV,4,5,19999,New South Wales
Renault,2017,Trafic,Commercial,Manual,Diesel,4,Commercial,4,3,22950,New South Wales
Peugeot,2013,208,Hatchback,Manual,Premium,4,Hatchback,3,5,14990,New South Wales
Land,2020,Rover,SUV,Automatic,Premium,4,SUV,4,5,69800,New South Wales
Honda,2017,HR-V,SUV,Automatic,Unleaded,4,SUV,4,5,20995,New South Wales
Mitsubishi,2014,Triton,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,14413,New South Wales
Nissan,2015,Pulsar,Sedan,Automatic,Unleaded,4,Sedan,4,5,14776,New South Wales
Mazda,2018,6,Sedan,Automatic,Unleaded,4,Sedan,4,5,29990,New South Wales
Audi,2016,SQ5,SUV,Automatic,Diesel,6,SUV,5,5,29999,New South Wales
Nissan,2015,X-Trail,SUV,Automatic,Diesel,4,SUV,4,5,19888,New South Wales
Audi,2021,Q3,SUV,Automatic,Premium,4,SUV,4,5,51990,New South Wales
Mitsubishi,2020,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,2,2,33990,New South Wales
Toyota,2018,Kluger,SUV,Automatic,Unleaded,6,SUV,4,7,36888,New South Wales
Jaguar,2014,XF,Sedan,Automatic,Diesel,4,Sedan,4,5,29800,New South Wales
Nissan,2015,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,7,22990,New South Wales
Ford,2013,Ranger,Ute / Tray,Manual,Diesel,5,Ute  ,4,5,23913,New South Wales
Ford,2017,Ranger,Ute / Tray,Manual,Diesel,5,Ute  ,2,2,29999,New South Wales
Volkswagen,2015,Polo,Hatchback,Automatic,Premium,4,Hatchback,5,5,16420,New South Wales
Mazda,2015,2,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,16990,New South Wales
Hyundai,2015,Veloster,Hatchback,Automatic,Unleaded,4,Hatchback,3,4,21995,New South Wales
Audi,2014,Q3,SUV,Automatic,Diesel,4,SUV,4,5,27995,New South Wales
Mitsubishi,2021,Outlander,SUV,Automatic,Unleaded,4,SUV,4,5,30888,New South Wales
Toyota,2022,Yaris,Hatchback,Automatic,Hybrid,3,Hatchback,5,5,39990,New South Wales
Jeep,2014,Grand,SUV,Automatic,Diesel,6,SUV,4,5,24990,New South Wales
Honda,2022,CR-V,SUV,Automatic,Unleaded,4,SUV,4,5,39990,New South Wales
Land,2015,Rover,SUV,Automatic,Diesel,6,SUV,4,7,54990,New South Wales
MG,2022,ZS,Alto Blacktown MG,Automatic,Unleaded,4,SUV,4,5,23690,New South Wales
Mitsubishi,2015,Triton,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,28990,New South Wales
Kia,2013,RIO,Hatchback,Manual,Unleaded,4,Hatchback,5,5,11490,New South Wales
Toyota,2019,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,18995,New South Wales
Toyota,2017,HiAce,Commercial,Automatic,Diesel,4,Commercial,4,2,34995,New South Wales
Toyota,2018,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,49913,New South Wales
Mazda,2018,3,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,23400,New South Wales
BMW,2018,M140I,Hatchback,Automatic,Premium,6,Hatchback,5,5,44990,New South Wales
Hyundai,2013,Accent,Sedan,Automatic,Unleaded,4,Sedan,4,5,12995,New South Wales
Jeep,2015,Grand,SUV,Automatic,Diesel,6,SUV,4,5,23913,New South Wales
Subaru,2015,Impreza,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,15999,New South Wales
Mazda,2015,BT-50,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,38800,New South Wales
Volkswagen,2016,Golf,Hatchback,Manual,Premium,4,Hatchback,5,5,16990,New South Wales
Toyota,2018,C-HR,SUV,Automatic,Premium,4,SUV,4,5,32980,New South Wales
Peugeot,2017,308,Hatchback,Automatic,Premium,3,Hatchback,5,5,18777,New South Wales
Audi,2018,Q2,SUV,Automatic,Premium,4,SUV,4,5,35800,New South Wales
Kia,2018,Sorento,SUV,Automatic,Diesel,4,SUV,4,7,28950,New South Wales
BMW,2017,218I,Hatchback,Automatic,Premium,3,Hatchback,4,5,26800,New South Wales
Hyundai,2017,Tucson,SUV,Automatic,Diesel,4,SUV,4,5,28880,New South Wales
Hyundai,2020,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,26300,New South Wales
Mitsubishi,2019,ASX,SUV,Automatic,Unleaded,4,SUV,4,5,25990,New South Wales
Nissan,2015,Qashqai,SUV,Automatic,Unleaded,4,SUV,4,5,23990,New South Wales
Toyota,2015,Landcruiser,Ute / Tray,Manual,Diesel,8,Ute  ,2,3,56913,New South Wales
Volkswagen,2015,Passat,Wagon,Automatic,Premium,4,Wagon,4,5,26990,New South Wales
Subaru,2013,Forester,SUV,Automatic,Unleaded,4,SUV,4,5,16950,New South Wales
Renault,2014,Megane,Wagon,Automatic,Premium,4,Wagon,4,5,13999,New South Wales
Renault,2018,Trafic,Commercial,Manual,Diesel,4,Commercial,4,3,31950,New South Wales
Toyota,2013,Hilux,Ute / Tray,Manual,Unleaded,4,Ute  ,2,3,13995,New South Wales
Holden,2016,Cruze,Sedan,Manual,Unleaded,4,Sedan,4,5,12990,New South Wales
Volkswagen,2016,Crafter,Commercial,Manual,Diesel,4,Commercial,3,2,25995,New South Wales
Kia,2015,Cerato,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,15888,New South Wales
Toyota,2017,Camry,Sedan,Automatic,Unleaded,4,Sedan,4,5,23999,New South Wales
Toyota,2018,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,29888,New South Wales
Honda,2020,HR-V,SUV,Automatic,Unleaded,4,SUV,4,5,34990,New South Wales
Kia,2017,Sportage,SUV,Automatic,Unleaded,4,SUV,4,5,24990,New South Wales
Hyundai,2018,Iload,Commercial,Automatic,Diesel,4,Commercial,4,3,35995,New South Wales
BMW,2013,320D,Coupe,Automatic,Diesel,4,Coupe,2,4,17890,New South Wales
Toyota,2015,RAV4,SUV,Automatic,Unleaded,4,SUV,4,5,21888,New South Wales
Volkswagen,2016,Amarok,Ute / Tray,Automatic,Diesel,6,Ute  ,4,5,41950,New South Wales
Holden,2017,Astra,Hatchback,Automatic,Premium,4,Hatchback,5,5,15984,New South Wales
Toyota,2019,Corolla,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,35990,New South Wales
Nissan,2015,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,14900,New South Wales
BMW,2017,X1,SUV,Automatic,Diesel,4,SUV,4,5,34880,New South Wales
Ford,2017,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,36990,New South Wales
Toyota,2013,RAV4,SUV,Automatic,Diesel,4,SUV,4,5,16995,New South Wales
Holden,2018,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,23888,New South Wales
Toyota,2016,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,24950,New South Wales
Lexus,2019,UX200,SUV,Automatic,Unleaded,4,SUV,4,5,43990,New South Wales
Hyundai,2019,Tucson,SUV,Automatic,Unleaded,4,SUV,4,5,26990,New South Wales
Kia,2020,RIO,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,21800,New South Wales
Skoda,2019,Rapid,Wagon,Automatic,Premium,4,Wagon,4,5,23990,New South Wales
Nissan,2018,Navara,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,41990,New South Wales
Toyota,2017,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,37888,New South Wales
Mitsubishi,2017,ASX,SUV,Automatic,Unleaded,4,SUV,4,5,20995,New South Wales
Kia,2021,Picanto,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,20444,New South Wales
Toyota,2015,RAV4,SUV,Automatic,Unleaded,4,SUV,4,5,23400,New South Wales
Honda,2017,Civic,Hatchback,Manual,Premium,4,Hatchback,5,4,49880,New South Wales
Isuzu,2013,D-MAX,Ute / Tray,Manual,Diesel,4,Ute  ,2,2,14913,New South Wales
Isuzu,2016,D-MAX,Ute / Tray,Automatic,Diesel,4,Ute  ,2,4,21990,New South Wales
Mazda,2016,3,Sedan,Manual,Unleaded,4,Sedan,4,5,13995,New South Wales
Kia,2018,Carnival,Wagon,Automatic,Unleaded,6,Wagon,4,8,41999,New South Wales
Mazda,2019,3,Hatchback,Manual,Unleaded,4,Hatchback,5,5,24888,New South Wales
Ford,2016,Focus,Hatchback,Manual,Premium,4,Hatchback,5,5,26888,New South Wales
Holden,2015,Trax,SUV,Automatic,Unleaded,4,SUV,4,5,11995,New South Wales
Nissan,2018,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,7,24888,New South Wales
Holden,2014,Commodore,Sedan,Automatic,Unleaded,6,Sedan,4,5,19995,New South Wales
Fiat,2015,500,Hatchback,Manual,Premium,4,Hatchback,3,4,9800,New South Wales
Volkswagen,2015,Golf,Hatchback,Automatic,Premium,4,Hatchback,5,5,26888,New South Wales
Mercedes-Benz,2016,GLA250,SUV,Automatic,Premium,4,SUV,4,5,34950,New South Wales
Haval,2020,H9,SUV,Automatic,Premium,4,SUV,4,7,37990,New South Wales
Mazda,2017,CX-5,SUV,Automatic,Unleaded,4,SUV,4,5,39990,New South Wales
Ford,2020,Ranger,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,46990,New South Wales
Hyundai,2017,Iload,Commercial,Automatic,Diesel,4,Commercial,4,3,34990,New South Wales
Hyundai,2013,I30,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,16880,New South Wales
Hyundai,2018,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,21990,New South Wales
Volvo,2013,V60,Wagon,Automatic,Premium,4,Wagon,4,5,16880,New South Wales
Mazda,2015,6,Sedan,Automatic,Unleaded,4,Sedan,4,5,12999,New South Wales
Kia,2022,Stonic,SUV,Automatic,Unleaded,4,SUV,4,5,24990,New South Wales
Lexus,2019,RX300,SUV,Automatic,Premium,4,SUV,4,5,52888,New South Wales
Subaru,2015,XV,SUV,Automatic,Unleaded,4,SUV,4,5,21488,New South Wales
Volkswagen,2014,Tiguan,SUV,Automatic,Premium,4,SUV,4,5,17999,New South Wales
Hyundai,2017,Accent,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,16995,New South Wales
Toyota,2015,Camry,Sedan,Automatic,Unleaded,4,Sedan,4,5,24990,New South Wales
Toyota,2023,Landcruiser,Ute / Tray,Manual,Diesel,8,Ute  ,4,5,119950,New South Wales
Mazda,2015,3,Sedan,Automatic,Unleaded,4,Sedan,4,5,12999,New South Wales
Mitsubishi,2018,Pajero,SUV,Automatic,Diesel,4,SUV,4,5,41990,New South Wales
Ford,2016,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,26000,New South Wales
Land,2016,Rover,SUV,Automatic,Diesel,4,SUV,4,5,39950,New South Wales
Suzuki,2019,Vitara,SUV,Automatic,Premium,4,SUV,4,5,27990,New South Wales
Audi,2013,A3,Hatchback,Automatic,Premium,4,Hatchback,5,5,22800,New South Wales
Toyota,2018,Corolla,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,27888,New South Wales
Land,2018,Rover,SUV,Automatic,Diesel,6,SUV,4,5,81990,New South Wales
Mini,2018,Clubman,Wagon,Manual,Premium,4,Wagon,4,5,29990,New South Wales
Ford,2014,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,27990,New South Wales
Mitsubishi,2018,Triton,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,39990,New South Wales
Citroen,2016,C4,SUV,Automatic,Diesel,4,SUV,4,5,17880,New South Wales
Peugeot,2014,2008,SUV,Automatic,Premium,4,SUV,4,5,14990,New South Wales
Holden,2019,Acadia,SUV,Automatic,Unleaded,6,SUV,4,7,32990,New South Wales
Mazda,2014,2,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,12449,New South Wales
Subaru,2017,XV,SUV,Automatic,Unleaded,4,SUV,4,5,28990,New South Wales
Jeep,2013,Grand,SUV,Automatic,Diesel,6,SUV,4,5,18888,New South Wales
Honda,2018,Civic,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,35950,New South Wales
Mercedes-Benz,2019,A200,Sedan,Automatic,Premium,4,Sedan,4,5,45000,New South Wales
Honda,2017,CR-V,SUV,Automatic,Unleaded,4,SUV,4,5,27990,New South Wales
Mercedes-Benz,2013,C250,Sedan,Automatic,Premium,4,Sedan,4,5,14999,New South Wales
Subaru,2019,Forester,SUV,Automatic,Unleaded,4,SUV,4,5,32990,New South Wales
Hyundai,2018,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,22990,New South Wales
Ford,2019,Mustang,Hatchback,Automatic,Unleaded,4,Hatchback,2,4,59990,New South Wales
